(答案),﻿題號,問題,(1) 選項1,(2) 選項2,(3) 選項3,(4) 選項4
(1),515,「垂直天線」的仰角通常比「水平天線」？,(1) 低,(2) 高,(3) 一樣,(4) 視天氣而定
(4),516,「陷波器」在重複頻率 (Repeater) 系統中的作用是？,(1) 增加音量,(2) 改變頻率,(3) 讓天線旋轉,(4) 抑制發射訊號進入接收機造成飽和
(2),517,「多頻段天線」是指？,(1) 顏色很多的天線,(2) 能在多個業餘頻段諧振的天線,(3) 很多人一起用的天線,(4) 能接收電視的天線
(3),518,「電解電容器」在使用時必須注意？,(1) 顏色,(2) 重量,(3) 正負極性不能接反,(4) 廠牌
(1),519,「積層電感」常用於？,(1) 高頻微型電路,(2) 抽水馬達,(3) 電燈泡,(4) 汽車引擎
(4),520,發射機的「寄生發射」主要來源不包括？,(1) 諧波,(2) 互調失真,(3) 電路振盪,(4) 正確的語音調變
(2),521,「窄頻 FM (NFM)」佔用的頻寬大約是多少？,(1) 100 kHz,(2) 12-16 kHz,(3) 1 MHz,(4) 1 Hz
(1),522,「相位 (Phase)」是指兩個相同頻率波形之間的？,(1) 時間或角度上的偏移,(2) 高度差,(3) 顏色差,(4) 速度差
(3),523,若兩個訊號「反相 (180度)」，疊加後會？,(1) 增加一倍,(2) 頻率加倍,(3) 互相抵消,(4) 變成直流電
(2),524,「同軸電纜」的內導體與外屏蔽網之間是什麼？,(1) 鐵絲,(2) 絕緣介質,(3) 空氣,(4) 水
(4),525,「雙金屬片」天線常用於？,(1) 潛水艇,(2) 飛機,(3) 增加阻抗,(4) 業餘無線電較少見，通常指特定材料組合
(1),526,「地電位」在電路設計中通常定義為？,(1) 0 伏特參考點,(2) 110 伏特,(3) 無窮大,(4) 隨機值
(3),527,「電感性抗 (Inductive Reactance)」隨頻率增加而？,(1) 減少,(2) 不變,(3) 增加,(4) 消失
(2),528,「電容性抗 (Capacitive Reactance)」隨頻率增加而？,(1) 增加,(2) 減少,(3) 不變,(4) 加倍
(1),529,無線電機中的「保險絲」是利用什麼原理工作的？,(1) 電流熱效應熔斷,(2) 磁場吸引,(3) 聲控,(4) 遙控
(4),530,「數位類比轉換器 (DAC)」的功能是？,(1) 把聲音變大,(2) 調整頻率,(3) 接收天線訊號,(4) 將數位碼轉換為連續的類比電壓訊號
(3),531,業餘無線電「三類」技術原理題目中，最基本的定律是？,(1) 牛頓定律,(2) 相對論,(3) 歐姆定律,(4) 畢氏定理
(2),532,用歐姆表測量電路中的電阻時，應採取以下哪些措施？,(1) 確定提供的電壓是正確的,(2) 確定電路是沒有供電的狀況,(3) 確定電路有接地,(4) 確定電路工作是在正確的頻率
(2),533,用電壓表測量高電壓時，應採取以下哪一項措施？,(1) 確定電壓表具有非常低的阻抗,(2) 確定電壓表和測量線材是在額定電壓規格下使用,(3) 確定電路經由電壓表接地,(4) 確定電壓是設定在正確的頻率
(2),534,以下哪項是 12 伏特蓄電池的安全隱憂？,(1) 用手觸摸外殼可能會導致電擊,(2) 端子短路會導致灼傷、起火或爆炸,(3) 電池的射頻發射,(4) 以上皆是
(4),535,流經身體的電流是如何造成傷害？,(1) 加熱身體組織,(2) 破壞細胞的功能,(3) 導致不自主的肌肉收縮,(4) 以上皆是
(3),536,連接到三孔交流插頭中的綠線是什麼？,(1) 中性線,(2) 火線,(3) 接地線,(4) 白線
(2),537,電路中保險絲的用途是什麼？,(1) 防止電源雜訊損壞電路,(2) 在過載情況下中斷電源,(3) 限制負載消耗的功率,(4) 提高電路效率
(1),538,為了安全起見，保險絲應該連接在電源的哪一側？,(1) 火線,(2) 中性線,(3) 接地線,(4) 任何一側都可以
(3),539,當有人因觸電無法脫離電源時，首要採取的行動為何？,(1) 立即用手將其拉開,(2) 潑水降溫,(3) 關閉總電源或用絕緣體將其撥開,(4) 報警等待
(2),540,安裝天線時，應與電力線保持多少安全距離？,(1) 1 公尺,(2) 至少應大於天線及支撐架倒下時能觸及電力線的距離,(3) 只要不碰到就好,(4) 沒有規定
(1),541,雷擊防護中，避雷針的主要作用是？,(1) 將閃電電流安全導入大地,(2) 阻止閃電發生,(3) 增加訊號強度,(4) 儲存閃電能量
(4),542,在雷雨天從事無線電通訊，最安全的作法是？,(1) 使用最高功率,(2) 換成手持對講機,(3) 站在大樹下,(4) 停止通訊並將天線饋線與設備斷開並接地
(3),543,關於射頻 (RF) 能量對人體的影響，下列敘述何者正確？,(1) RF 能量是游離輻射,(2) 只有高壓電才會影響,(3) 高強度的 RF 能量會使身體組織過熱,(4) 完全沒有影響
(2),544,為了減少對鄰居的電磁干擾與健康疑慮，天線應安裝在？,(1) 鄰居窗戶旁,(2) 遠離他人經常活動的開闊高處,(3) 客廳內,(4) 地下室
(1),545,在修理無線電設備內部電路前，應先？,(1) 拔掉電源並將高壓電容器放電,(2) 喝杯咖啡,(3) 調整音量,(4) 戴上耳機
(4),546,使用手持對講機通訊時，應避免？,(1) 報呼號,(2) 用中文溝通,(3) 在室外使用,(4) 天線太靠近眼睛或大腦，且長時間高功率發射
(2),547,若發現電源線外皮破損、銅線外露，應？,(1) 用紙帶包起來,(2) 立即更換或用合格絕緣膠帶妥善修復,(3) 繼續使用,(4) 噴水降溫
(3),548,接地線應使用何種導線以減少阻抗？,(1) 細鐵絲,(2) 漆包線,(3) 粗銅線或編織銅帶,(4) 塑膠繩
(1),549,下列何者是預防射頻灼傷 (RF Burn) 的方法？,(1) 避免在發射時觸碰天線或裸露的饋線,(2) 穿厚衣服,(3) 戴太陽眼鏡,(4) 縮短天線
(4),550,在塔架（天線塔）上作業時，必須？,(1) 穿拖鞋,(2) 單手工作,(3) 閉上眼睛,(4) 佩戴安全帶並確保下方地面安全
(2),551,行動式電台（車台）安裝時，電源線應加裝保險絲並儘可能靠近？,(1) 無線電機,(2) 電池端,(3) 輪胎,(4) 方向盤
(3),552,若發生電氣火災，應使用何種滅火器？,(1) 水,(2) 泡沫滅火器,(3) 乾粉或二氧化碳滅火器,(4) 濕抹布
(3),553,為什麼要避免將天線安裝到電線桿？,(1) 由於感應電壓，天線不能正常工作,(2) 公用事業公司將向您收取額外的月費,(3) 天線會接觸到高壓電線,(4) 以上皆是
(3),554,關於防雷所使用的接地導體，以下哪項是正確的？,(1) 只能使用非絕緣電線,(2) 必須用精確的直角彎曲的導線小心地佈線,(3) 導線避免過大的彎曲,(4) 必須避免共用接地
(3),555,為防護雷擊在鐵塔安裝地線時，以下哪項是最佳做法？,(1) 在接地連接處安裝一個迴路，以防止水對地面系統造成損害,(2) 確保地線中的所有彎頭都是乾淨的、直角彎曲,(3) 確保接地線連接短而直接,(4) 以上皆是
(4),556,VHF 和 UHF 無線電信號是什麼類型的輻射？,(1) 伽瑪輻射,(2) 游離輻射,(3) 阿爾法輻射,(4) 非游離輻射
(2),557,以下哪個頻率具有最大允許暴露限值的最低值？,(1) 3.5 百萬赫,(2) 50 百萬赫,(3) 440 百萬赫,(4) 1296 百萬赫
(1),558,電磁相容性 (EMC) 的定義為何？,(1) 設備在電磁環境中能正常工作且不對其他設備產生不可忍受干擾的能力,(2) 增加無線電功率的技術,(3) 調整天線高度的方法,(4) 電池充電的效率
(2),559,什麼是「電磁干擾 (EMI)」？,(1) 一種加強訊號的裝置,(2) 任何可能引起設備性能降低或損害的電磁現象,(3) 正常的廣播節目,(4) 電線的阻抗
(4),560,電磁干擾產生的三個基本要素不包括？,(1) 干擾源,(2) 耦合路徑,(3) 敏感設備（受擾體）,(4) 天線的顏色
(1),561,「傳導干擾」主要是透過什麼媒介傳播？,(1) 電源線或訊號線等導體,(2) 空氣中的電磁波,(3) 塑膠外殼,(4) 木頭桌面
(2),562,「輻射干擾」主要是透過什麼媒介傳播？,(1) 金屬導線,(2) 空間中的電磁場（無線電波）,(3) 接地線,(4) 電流
(3),563,在電源線上加裝「鐵粉芯 (Ferrite Core)」的主要目的是？,(1) 增加重量,(2) 美化線材,(3) 抑制高頻共模干擾電流,(4) 提高電壓
(1),564,「遮蔽 (Shielding)」效能與下列何者關係最密切？,(1) 遮蔽材料的導電率、厚度及孔洞大小,(2) 設備的價格,(3) 作業員的年資,(4) 電池的廠牌
(4),565,下列何種做法可以減少電子設備的電磁輻射？,(1) 增加外殼孔洞,(2) 拿掉接地線,(3) 使用不具屏蔽的塑膠盒,(4) 縮短電路板上的訊號迴路面積
(2),566,「共模 (Common Mode) 雜訊」是指？,(1) 兩根導線之間產生的雜訊,(2) 導線對地之間產生的相同相位雜訊,(3) 只有直流電有的雜訊,(4) 聲音太大的雜訊
(3),567,「差模 (Differential Mode) 雜訊」是指？,(1) 導線對地之間的雜訊,(2) 根本不存在的雜訊,(3) 兩根導線（如火線與中性線）之間產生的雜訊,(4) 靜電雜訊
(1),568,在 PCB 設計中，良好的「接地平面 (Ground Plane)」可以？,(1) 提供低阻抗的回流路徑並減少輻射,(2) 增加電阻,(3) 消耗更多電量,(4) 讓頻率加倍
(4),569,「靜電放電 (ESD)」防護常用的元件不包括？,(1) 瞬態電壓抑制器 (TVS),(2) 壓敏電阻,(3) 接地手環,(4) 保險絲
(2),570,什麼是「電磁感應耦合」？,(1) 透過光線傳遞干擾,(2) 兩個電路之間透過磁場互相影響,(3) 透過水傳遞干擾,(4) 透過聲音傳遞干擾
(1),571,為了提高設備的「抗擾度 (Immunity)」，通常會？,(1) 在輸入端加裝濾波器與遮蔽設施,(2) 提高發射功率,(3) 拿掉外殼,(4) 增加導線長度
(3),572,業餘無線電玩家在處理鄰居電視干擾時，首要檢查的應是？,(1) 鄰居的電費,(2) 自己的通訊內容,(3) 自己的發射機是否有過多的諧波輻射,(4) 電視節目的品質
(2),573,「低通濾波器 (LPF)」安裝在發射機輸出端，主要是為了抑制？,(1) 低頻雜音,(2) 高頻諧波干擾,(3) 電壓波動,(4) 麥克風雜訊
(4),574,電子設備通過「EMC 認證」代表？,(1) 該設備永遠不會壞,(2) 該設備是免費的,(3) 該設備可以發射無限大功率,(4) 該設備產生的干擾與抗擾能力均符合法定標準
(1),575,雙絞線 (Twisted Pair) 的主要優點是？,(1) 利用對稱性抵消外部磁場干擾及自身輻射,(2) 比較便宜,(3) 比較重,(4) 比較漂亮
(3),576,下列何者容易成為電磁干擾的「接收天線」？,(1) 絕緣的塑膠棒,(2) 短小的螺絲,(3) 過長的未屏蔽訊號線,(4) 電池盒內部
(2),577,「去耦電容 (Decoupling Capacitor)」在數位電路中的作用是？,(1) 儲存聲音,(2) 提供局部電流需求並濾除電源上的高頻雜訊,(3) 調整時鐘頻率,(4) 增加電壓
(1),578,若發射機對音響設備產生干擾，在音響電源線上繞幾圈「鐵粉芯」是屬於？,(1) 改變耦合路徑,(2) 消除干擾源,(3) 降低敏感度,(4) 增加音量
(4),579,「電場屏蔽」主要使用何種材料？,(1) 木板,(2) 橡膠,(3) 陶瓷,(4) 高導電率的金屬材料（如銅、鋁）
(2),580,「磁場屏蔽」在低頻時通常需要使用？,(1) 塑膠,(2) 高導磁率材料（如坡莫合金、鐵）,(3) 鋁箔,(4) 玻璃
(3),581,設備之間的「共地阻抗干擾」是由於？,(1) 沒有接地,(2) 土地太乾,(3) 多個電路共用一段具有阻抗的接地線,(4) 電源電壓太高
(1),582,下列哪種布線方式最能減少電磁耦合？,(1) 訊號線與回流線緊靠並行,(2) 訊號線與回流線形成巨大環路,(3) 隨意亂拉,(4) 繞在變壓器上
(4),583,「寬頻干擾」是指？,(1) 只有一個頻率的干擾,(2) 很好聽的干擾,(3) 網路速度很快,(4) 干擾能量分佈在很寬的頻率範圍內
(2),584,什麼是「負載點濾波」？,(1) 在發電廠端濾波,(2) 在受擾設備或電路的電源入口端進行濾波,(3) 在天線頂端濾波,(4) 在地底下濾波
(3),585,在業餘無線電作業中，若發現電腦螢幕因發射而閃爍，這通常是？,(1) 電腦中毒,(2) 螢幕太舊,(3) 強大的射頻場對電腦線路產生了輻射干擾,(4) 停電的前兆
(3),586,當你的無線電發射機對家中的電話機產生干擾時，通常是因為？,(1) 電話線太短,(2) 電話機功率太大,(3) 電話線路感應了射頻能量並在其內部解調,(4) 無線電機沒接天線
(1),587,下列何者是解決「電話干擾」最簡單有效的方法？,(1) 在電話線靠近機座處加裝射頻濾波器或繞過鐵粉芯,(2) 把電話機丟掉,(3) 換一個房間發射,(4) 增加發射功率
(4),588,「二次諧波」干擾是指發射頻率為 F 時，在什麼頻率產生的干擾？,(1) 1/2 F,(2) F + 10MHz,(3) F - 5MHz,(4) 2 F
(2),589,若 144MHz 的發射機干擾到 288MHz 的接收設備，這屬於？,(1) 基波干擾,(2) 諧波干擾,(3) 影像干擾,(4) 音頻干擾
(1),590,在接收機前端加裝「帶通濾波器」可以有效預防？,(1) 來自強大鄰頻信號造成的過載或減感干擾,(2) 電池沒電,(3) 太陽黑子消失,(4) 麥克風雜音
(3),591,當兩個或多個強大信號進入接收機前端並產生新的干擾頻率時，稱為？,(1) 頻率漂移,(2) 諧振,(3) 互調失真 (Intermodulation),(4) 多普勒效應
(2),592,解決「電視干擾 (TVI)」的第一步通常是？,(1) 叫鄰居搬家,(2) 確認自己的天線系統駐波比正常且發射機無諧波洩漏,(3) 增加天線高度,(4) 換一台電視
(4),593,「鐵粉芯 (Ferrite Core)」在排除射頻干擾時的作用是？,(1) 增加導線電感以抑制高頻干擾電流,(2) 將射頻能量轉換為微量熱能,(3) 阻斷共模電流,(4) 以上皆是
(1),594,什麼是「寄生發射 (Spurious Emission)」？,(1) 非預期的、位於必要頻寬之外的射頻發射,(2) 正常的語音信號,(3) 衛星發出的信號,(4) 遙控器的信號
(3),595,如果你的發射機在所有頻道都對電視產生干擾，這可能是？,(1) 只有某個頻道壞了,(2) 電視天線斷了,(3) 發射機產生了廣泛的雜散輻射或基波過強,(4) 停電
(2),596,「射頻接地」與「安全接地」的主要區別在於？,(1) 安全接地不需要導線,(2) 射頻接地需要極短且寬的導線以減少高頻阻抗,(3) 射頻接地是為了防止觸電,(4) 沒有區別
(4),597,下列哪種設備最容易受到鄰近業餘電台的射頻干擾？,(1) 沒插電的燈泡,(2) 塑膠盆栽,(3) 木桌,(4) 未經良好屏蔽的音響放大器或電腦主機
(1),598,「低通濾波器」應該安裝在？,(1) 發射機與天線之間,(2) 麥克風與主機之間,(3) 電池與主機之間,(4) 喇叭與主機之間
(2),599,在 VHF/UHF 通訊中，若發現語音中有明顯的交流嗡鳴聲 (Hum)，應檢查？,(1) 天線是否太高,(2) 電源供應器的濾波電容是否老化或故障,(3) 頻率是否太準,(4) 天氣是否太冷
(3),600,使用「數位模式」通訊時，若音量過大（Overdrive）會導致？,(1) 速度變快,(2) 頻寬縮小,(3) 產生嚴重的雜散輻射並干擾鄰頻,(4) 電量增加
(4),601,預防射頻干擾 (RFI) 的良好習慣不包括？,(1) 使用高品質的同軸電纜,(2) 確保所有連接頭焊接良好,(3) 保持良好的系統接地,(4) 儘量使用最大功率進行本地通訊
(1),602,「影像干擾 (Image Interference)」主要是由哪種接收機的設計特性造成的？,(1) 超外差接收機,(2) 直接放大接收機,(3) 礦石收音機,(4) 所有接收機
(2),603,若你的發射訊號進入了鄰居的電腦喇叭並傳出你的聲音，這稱為？,(1) 數位通訊,(2) 音頻整流 (Audio Rectification),(3) 電磁感應,(4) 互感
(3),604,在排除干擾時，若將天線改為「假負載」後干擾消失，說明干擾是？,(1) 經由電源線傳導的,(2) 機器內部洩漏的,(3) 經由天線輻射出去的,(4) 鄰居幻聽
(2),605,當兩個發射機距離很近時，應使用什麼設備來減少互相干擾？,(1) 放大器,(2) 雙工器或高品質腔體濾波器,(3) 變壓器,(4) 延長線
(4),606,業餘電台在處理干擾投訴時，應保持的態度是？,(1) 互不理睬,(2) 否認到底,(3) 立即停止所有通訊永遠不開機,(4) 積極配合檢查並在法律規範內尋求技術解決方案
